Title,"Median salary of UK domiciled full-time graduates who obtained first degree qualifications and entered full-time paid employment in the UK by subject area of degree, skill marker, country of provider, provider type, work population marker and academic year",,,,,,
Total - Science subject areas,Wales,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Wales,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,Wales,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,24000,2017/18
Total - Science subject areas,Wales,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Wales,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,18000,2017/18
Total,All,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,23000,2017/18
Total,All,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,18000,2017/18
Total,All,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,17000,2017/18
Total,All,Further education colleges (FECs),Paid employment is an activity,All,High skilled,23000,2017/18
Total,All,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,18000,2017/18
Total,All,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,17000,2017/18
Total,All,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24500,2017/18
Total,All,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,19000,2017/18
Total,All,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,18000,2017/18
Total,All,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
Total,All,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,19000,2017/18
Total,All,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,18000,2017/18
Total,All,All,Paid employment is most important activity,All,High skilled,24000,2017/18
Total,All,All,Paid employment is most important activity,All,Medium skilled,19000,2017/18
Total,All,All,Paid employment is most important activity,All,Low skilled,18000,2017/18
Total,All,All,Paid employment is an activity,All,High skilled,24000,2017/18
Total,All,All,Paid employment is an activity,All,Medium skilled,19000,2017/18
Total,All,All,Paid employment is an activity,All,Low skilled,17500,2017/18
Total - Non-science subject areas,All,Further education colleges (FECs),Paid employment is most important activity,Non-science,High skilled,23000,2017/18
Total - Non-science subject areas,All,Further education colleges (FECs),Paid employment is most important activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,All,Further education colleges (FECs),Paid employment is most important activity,Non-science,Low skilled,17000,2017/18
Total - Non-science subject areas,All,Further education colleges (FECs),Paid employment is an activity,Non-science,High skilled,23000,2017/18
Total - Non-science subject areas,All,Further education colleges (FECs),Paid employment is an activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,All,Further education colleges (FECs),Paid employment is an activity,Non-science,Low skilled,17000,2017/18
Total - Non-science subject areas,All,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,24000,2017/18
Total - Non-science subject areas,All,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,19000,2017/18
Total - Non-science subject areas,All,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
Total - Non-science subject areas,All,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,24000,2017/18
Total - Non-science subject areas,All,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,19000,2017/18
Total - Non-science subject areas,All,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,17500,2017/18
Total - Non-science subject areas,All,All,Paid employment is most important activity,Non-science,High skilled,24000,2017/18
Total - Non-science subject areas,All,All,Paid employment is most important activity,Non-science,Medium skilled,19000,2017/18
Total - Non-science subject areas,All,All,Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
Total - Non-science subject areas,All,All,Paid employment is an activity,Non-science,High skilled,24000,2017/18
Total - Non-science subject areas,All,All,Paid employment is an activity,Non-science,Medium skilled,19000,2017/18
Total - Non-science subject areas,All,All,Paid employment is an activity,Non-science,Low skilled,17500,2017/18
Total - Science subject areas,All,Further education colleges (FECs),Paid employment is most important activity,Science,High skilled,22000,2017/18
Total - Science subject areas,All,Further education colleges (FECs),Paid employment is most important activity,Science,Medium skilled,17500,2017/18
Total - Science subject areas,All,Further education colleges (FECs),Paid employment is most important activity,Science,Low skilled,17000,2017/18
Total - Science subject areas,All,Further education colleges (FECs),Paid employment is an activity,Science,High skilled,22000,2017/18
Total - Science subject areas,All,Further education colleges (FECs),Paid employment is an activity,Science,Medium skilled,17000,2017/18
Total - Science subject areas,All,Further education colleges (FECs),Paid employment is an activity,Science,Low skilled,17000,2017/18
Total - Science subject areas,All,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,25000,2017/18
Total - Science subject areas,All,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,19000,2017/18
Total - Science subject areas,All,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,All,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,25000,2017/18
Total - Science subject areas,All,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,19000,2017/18
Total - Science subject areas,All,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,All,All,Paid employment is most important activity,Science,High skilled,25000,2017/18
Total - Science subject areas,All,All,Paid employment is most important activity,Science,Medium skilled,19000,2017/18
Total - Science subject areas,All,All,Paid employment is most important activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,All,All,Paid employment is an activity,Science,High skilled,25000,2017/18
Total - Science subject areas,All,All,Paid employment is an activity,Science,Medium skilled,19000,2017/18
Total - Science subject areas,All,All,Paid employment is an activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,Wales,All,Paid employment is most important activity,Science,High skilled,24000,2017/18
Total - Science subject areas,Wales,All,Paid employment is most important activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Wales,All,Paid employment is most important activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,Wales,All,Paid employment is an activity,Science,High skilled,24000,2017/18
Total - Science subject areas,Wales,All,Paid employment is an activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Wales,All,Paid employment is an activity,Science,Low skilled,18000,2017/18
Total,England,All,Paid employment is most important activity,All,High skilled,24500,2017/18
Total,England,All,Paid employment is most important activity,All,Medium skilled,19000,2017/18
Total,England,All,Paid employment is most important activity,All,Low skilled,18000,2017/18
Total,England,All,Paid employment is an activity,All,High skilled,24500,2017/18
Total,England,All,Paid employment is an activity,All,Medium skilled,19000,2017/18
Total,England,All,Paid employment is an activity,All,Low skilled,18000,2017/18
Total,Northern Ireland,All,Paid employment is most important activity,All,High skilled,23000,2017/18
Total,Northern Ireland,All,Paid employment is most important activity,All,Medium skilled,18000,2017/18
Total,Northern Ireland,All,Paid employment is most important activity,All,Low skilled,15000,2017/18
Total,Northern Ireland,All,Paid employment is an activity,All,High skilled,23000,2017/18
Total,Northern Ireland,All,Paid employment is an activity,All,Medium skilled,18000,2017/18
Total,Northern Ireland,All,Paid employment is an activity,All,Low skilled,15000,2017/18
Total,Scotland,All,Paid employment is most important activity,All,High skilled,25000,2017/18
Total,Scotland,All,Paid employment is most important activity,All,Medium skilled,19000,2017/18
Total,Scotland,All,Paid employment is most important activity,All,Low skilled,17000,2017/18
Total,Scotland,All,Paid employment is an activity,All,High skilled,25000,2017/18
Total,Scotland,All,Paid employment is an activity,All,Medium skilled,19000,2017/18
Total,Scotland,All,Paid employment is an activity,All,Low skilled,17000,2017/18
